Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest
2019-05-29,616.5,617.0,601.25,605.75,-13.0,608.2,57327.0,105578.0
2019-05-30,608.5,611.0,590.5,598.0,-7.75,602.36,33299.0,97782.0
2019-05-31,590.5,590.75,564.0,577.5,-20.5,580.71,38204.0,91776.0
2019-06-03,564.5,572.25,554.0,561.75,-15.75,563.67,44320.0,86304.0
2019-06-04,550.0,563.25,548.5,560.5,-1.25,555.84,42033.0,84796.0
2019-06-05,556.75,560.75,535.5,542.25,-18.25,548.41,36428.0,73150.0
2019-06-06,545.25,555.75,538.5,542.0,-0.25,545.53,41054.0,59703.0
2019-06-07,553.5,563.5,550.5,558.0,16.0,557.13,24257.0,49526.0
2019-06-10,560.5,566.0,553.25,559.25,1.25,560.45,25902.0,44167.0
2019-06-11,556.5,562.0,553.0,559.25,0.0,557.27,29843.0,28006.0
2019-06-12,559.5,559.5,544.75,552.0,-8.5,552.7,84604.0,147228.0
2019-06-13,546.0,566.0,545.25,558.0,6.0,558.89,90541.0,140167.0
2019-06-14,557.0,566.0,554.0,564.0,6.0,560.52,55675.0,135404.0
2019-06-17,561.25,565.25,552.25,558.0,-6.0,559.05,53899.0,135093.0
2019-06-18,553.5,565.5,547.0,562.5,4.5,556.22,62296.0,133009.0
2019-06-19,562.5,565.75,557.0,560.25,-2.25,561.24,52925.0,129043.0
2019-06-20,564.25,584.25,564.0,579.5,19.25,576.59,60114.0,127189.0
2019-06-21,582.75,593.25,576.75,587.0,7.5,586.83,59319.0,121235.0
2019-06-24,589.25,592.25,578.0,579.75,-7.25,585.75,37887.0,112243.0
2019-06-25,584.25,594.75,579.5,589.0,9.25,585.74,32168.0,106236.0
2019-06-26,594.5,603.25,593.0,599.25,10.25,597.64,44689.0,102652.0
2019-06-27,598.0,600.0,593.0,594.0,-5.25,596.29,46364.0,98471.0
2019-06-28,595.25,599.5,584.25,595.0,1.0,594.26,38942.0,94981.0
2019-07-01,591.25,605.0,586.75,590.5,-4.5,596.6,47051.0,88135.0
2019-07-02,591.0,595.0,571.0,577.5,-13.0,584.3,43329.0,84539.0
2019-07-03,575.0,579.25,567.75,573.75,-3.75,573.64,32087.0,81866.0
2019-07-04,577.5,579.25,571.5,574.75,1.0,574.58,19946.0,78867.0
2019-07-05,573.25,580.0,569.0,576.75,2.0,574.67,20693.0,74636.0
2019-07-08,579.25,583.0,573.5,579.25,2.5,579.12,36560.0,65217.0
2019-07-09,573.75,582.5,573.25,576.25,-3.0,576.9,43116.0,53596.0
2019-07-10,582.25,604.5,581.75,594.5,18.25,590.97,27771.0,33965.0
2019-07-11,608.25,616.25,604.0,608.5,10.5,610.27,129739.0,180096.0
2019-07-12,606.75,608.5,603.0,605.0,-3.5,605.75,54996.0,172628.0
2019-07-15,604.25,607.75,595.0,600.5,-4.5,601.84,44387.0,172999.0
2019-07-16,595.5,603.5,578.0,600.0,-0.5,593.25,68473.0,168836.0
2019-07-17,581.25,590.5,576.75,583.0,-17.0,584.56,69338.0,157062.0
2019-07-18,579.0,585.75,567.0,569.0,-14.0,575.61,84305.0,153479.0
2019-07-19,577.0,585.0,573.75,576.0,7.0,577.41,59123.0,149952.0
2019-07-22,582.0,592.0,580.75,584.75,8.75,586.31,47346.0,137289.0
2019-07-23,582.75,592.0,578.75,585.0,0.25,584.51,45348.0,131779.0
2019-07-24,592.0,597.0,580.25,592.5,7.5,590.78,42860.0,129234.0
2019-07-25,584.5,591.25,584.0,588.25,-4.25,588.18,30275.0,127009.0
2019-07-26,585.25,590.0,583.5,584.0,-4.25,586.23,22376.0,123144.0
2019-07-29,583.25,589.75,582.5,586.75,2.75,585.79,33375.0,122295.0
2019-07-30,587.75,601.5,587.75,592.25,5.5,593.7,38157.0,115562.0
2019-07-31,600.0,604.75,597.0,601.75,9.5,602.11,31526.0,112097.0
2019-08-01,595.75,599.25,562.25,586.25,-15.5,584.28,39560.0,106505.0
2019-08-02,571.0,584.75,570.25,578.0,-8.25,577.38,42570.0,102333.0
2019-08-05,575.5,576.25,558.75,564.75,-13.25,566.66,39352.0,94484.0
2019-08-06,562.0,566.75,554.25,559.25,-5.5,560.77,43302.0,82007.0
2019-08-07,554.75,557.75,532.0,533.75,-25.5,542.78,41480.0,68034.0
2019-08-08,543.75,547.5,537.0,542.75,9.0,541.27,35730.0,51213.0
2019-08-09,545.75,558.5,542.25,555.5,12.75,552.77,35306.0,32527.0
2019-08-12,553.25,560.75,552.5,557.0,0.5,556.98,58976.0,183291.0
2019-08-13,557.25,582.0,553.25,576.0,19.0,568.2,82349.0,176689.0
2019-08-14,579.75,579.75,558.5,561.0,-15.0,568.44,72393.0,172056.0
2019-08-15,567.0,569.0,556.0,560.0,-1.0,562.29,65176.0,162974.0
2019-08-16,559.25,565.5,555.5,559.5,-0.5,560.67,47426.0,154774.0
2019-08-19,557.75,566.75,557.25,561.0,1.5,561.9,52340.0,150547.0
2019-08-20,562.5,570.0,560.25,563.5,2.5,564.59,39610.0,149698.0
2019-08-21,568.5,576.5,566.5,572.0,8.5,571.5,83745.0,141579.0
2019-08-22,571.0,573.0,562.25,565.0,-7.0,567.61,36263.0,133924.0
2019-08-23,565.0,566.25,552.0,556.0,-9.0,557.88,58590.0,131368.0
2019-08-26,553.0,564.75,551.25,558.0,2.0,558.53,30097.0,122260.0
2019-08-27,552.75,563.75,552.5,553.5,-4.5,555.24,54176.0,119739.0
2019-08-28,562.25,572.0,560.75,569.5,16.0,566.86,34313.0,110854.0
2019-08-29,569.25,574.25,566.0,571.75,2.25,570.24,47439.0,105314.0
2019-08-30,572.75,575.0,558.0,561.0,-10.75,567.56,49487.0,102521.0
2019-09-02,563.75,565.75,554.25,555.5,-5.5,560.03,29262.0,95406.0
2019-09-03,558.0,559.5,547.0,551.0,-4.5,551.24,52665.0,88152.0
2019-09-04,554.75,577.75,554.75,574.0,23.0,567.64,35013.0,76446.0
2019-09-05,577.0,588.0,574.5,586.25,12.25,580.97,44030.0,70708.0
2019-09-06,576.25,583.75,563.75,575.5,-10.75,572.64,28736.0,59122.0
2019-09-09,580.75,593.75,580.75,592.25,16.75,588.52,30737.0,49494.0
2019-09-10,594.0,602.25,590.25,600.75,8.5,595.75,33020.0,34704.0
2019-09-11,596.25,598.75,577.75,589.5,-11.25,592.39,25777.0,21349.0
2019-09-12,587.0,587.5,567.5,576.25,-14.5,576.69,111247.0,206997.0
2019-09-13,579.5,580.0,570.75,577.0,0.75,576.27,69098.0,198167.0
2019-09-16,615.0,673.5,613.5,637.25,60.25,629.25,213018.0,199876.0
2019-09-17,641.75,650.0,606.75,620.0,-17.25,628.02,176386.0,170454.0
2019-09-18,611.5,617.25,602.5,611.0,-9.0,609.25,92355.0,168969.0
2019-09-19,607.25,624.0,606.5,615.75,4.75,616.48,81333.0,172090.0
2019-09-20,619.25,621.0,611.25,617.25,1.5,617.41,49213.0,162810.0
2019-09-23,621.0,621.0,606.5,612.0,-5.25,612.36,64763.0,162045.0
2019-09-24,612.0,612.75,596.5,606.0,-6.0,605.42,55464.0,167494.0
2019-09-25,597.0,599.5,588.75,596.5,-9.5,594.12,58083.0,163124.0
2019-09-26,599.25,602.0,590.5,593.25,-3.25,596.49,48689.0,155749.0
2019-09-27,597.5,604.5,588.25,602.25,9.0,597.44,52497.0,149037.0
2019-09-30,600.75,600.75,583.75,590.25,-12.0,592.27,47017.0,144282.0
2019-10-01,586.25,592.0,580.5,587.25,-3.0,588.06,46224.0,132993.0
2019-10-02,586.75,588.0,569.5,570.5,-16.75,578.63,50174.0,125022.0
2019-10-03,571.0,574.0,557.5,566.25,-4.25,567.97,49372.0,114768.0
2019-10-04,573.0,583.25,572.0,579.75,13.5,577.86,45676.0,101262.0
2019-10-07,578.5,592.0,577.0,588.75,9.0,585.7,53309.0,89051.0
2019-10-08,583.75,587.25,573.5,578.75,-10.0,581.1,52177.0,59892.0
2019-10-09,579.25,595.75,578.5,591.25,12.5,587.01,40641.0,39534.0
2019-10-10,578.5,587.0,574.5,579.5,-6.5,580.83,117011.0,211096.0
2019-10-11,587.25,597.5,584.25,595.75,16.25,592.81,103114.0,209353.0
2019-10-14,595.0,595.0,577.25,579.25,-16.5,582.96,103853.0,201068.0
2019-10-15,580.25,587.75,572.75,583.5,4.25,580.89,95224.0,180831.0
2019-10-16,582.0,592.25,580.25,587.75,4.25,585.35,72690.0,170563.0
2019-10-17,586.0,592.25,581.5,584.0,-3.75,585.72,59808.0,167720.0
2019-10-18,590.5,593.75,585.25,589.25,5.25,589.71,44035.0,164546.0
2019-10-21,588.75,589.75,578.25,582.0,-7.25,584.18,55824.0,161976.0
2019-10-22,586.75,595.25,584.0,593.0,11.0,588.98,67042.0,157646.0
2019-10-23,587.5,595.0,581.0,590.75,-2.25,587.82,88752.0,152754.0
2019-10-24,593.0,602.5,590.75,599.0,8.25,596.16,67756.0,141999.0
2019-10-25,600.25,601.5,589.5,597.75,-1.25,597.32,78052.0,147317.0
2019-10-28,598.5,600.75,590.5,591.75,-6.0,595.45,56607.0,134631.0
2019-10-29,593.75,594.0,582.5,591.25,-0.5,587.96,59162.0,126131.0
2019-10-30,590.5,592.5,574.5,582.0,-9.25,584.73,43041.0,117936.0
2019-10-31,576.25,582.25,563.75,567.0,-15.0,571.81,56227.0,113159.0
2019-11-01,568.25,586.0,567.5,578.0,11.0,576.51,36248.0,108297.0
2019-11-04,586.0,596.5,583.5,594.0,16.0,591.43,35523.0,106303.0
2019-11-05,589.75,592.75,588.0,589.5,-4.5,590.36,40270.0,97869.0
2019-11-06,590.25,596.5,581.75,586.75,-2.75,588.72,38335.0,83272.0
2019-11-07,584.5,589.75,579.0,583.25,-3.5,585.32,33198.0,76384.0
2019-11-08,580.0,584.0,566.5,576.5,-6.75,575.34,44574.0,64288.0
2019-11-11,582.5,587.75,574.5,583.5,7.0,580.96,42723.0,41484.0
2019-11-12,578.0,581.0,570.75,575.0,-5.0,576.95,93736.0,188225.0
2019-11-13,570.5,580.25,563.0,575.25,0.25,570.86,123623.0,180328.0
2019-11-14,578.5,586.5,578.0,580.75,5.5,582.4,81457.0,165947.0
2019-11-15,580.25,592.0,574.5,587.25,6.5,582.51,70672.0,160109.0
2019-11-18,590.0,590.5,570.5,571.75,-15.5,579.72,73429.0,158527.0
2019-11-19,571.25,574.75,558.75,567.5,-4.25,568.03,94653.0,158326.0
2019-11-20,560.5,576.5,557.0,573.75,6.25,565.99,87839.0,149426.0
2019-11-21,570.0,587.5,567.5,579.0,5.25,576.58,67979.0,144445.0
2019-11-22,585.0,591.0,579.0,581.75,2.75,585.51,51820.0,136327.0
2019-11-25,584.25,587.0,580.0,582.75,1.0,583.29,37316.0,126022.0
2019-11-26,586.5,593.5,585.25,589.5,6.75,589.45,56974.0,123032.0
2019-11-27,590.25,596.0,586.25,587.5,-2.0,591.44,42452.0,117308.0
2019-11-28,586.25,592.25,585.0,586.25,-1.25,588.11,29011.0,112404.0
2019-11-29,591.0,591.25,566.75,572.0,-14.25,578.73,48381.0,106538.0
2019-12-02,568.5,582.0,568.5,575.0,3.0,575.7,44645.0,101093.0
2019-12-03,571.0,575.0,565.5,570.0,-5.0,570.07,55022.0,96991.0
2019-12-04,570.25,586.25,570.0,579.0,9.0,579.54,42846.0,87992.0
2019-12-05,583.0,587.25,576.75,583.5,4.5,582.18,43515.0,85052.0
2019-12-06,585.0,596.0,580.0,587.25,3.75,586.67,38654.0,79944.0
2019-12-09,589.25,590.0,582.0,586.25,-1.0,585.8,56175.0,68249.0
2019-12-10,585.25,593.5,581.75,590.25,4.0,586.98,32898.0,44046.0
2019-12-11,588.25,589.0,577.25,579.0,-11.25,583.13,36269.0,29537.0
2019-12-12,579.75,588.0,578.5,582.5,6.25,583.76,20913.0,57785.0
2019-12-13,587.25,598.25,586.5,590.0,7.5,592.5,25851.0,57161.0
2019-12-16,593.25,600.5,592.75,599.5,9.5,598.36,21556.0,60766.0
2019-12-17,598.5,606.75,598.25,605.25,5.75,602.82,18175.0,62015.0
2019-12-18,604.5,607.25,601.25,603.0,-2.25,603.34,17641.0,64462.0
2019-12-19,604.25,609.0,602.25,608.25,5.25,606.29,14853.0,64180.0
2019-12-20,608.0,610.75,602.75,606.0,-2.25,607.19,15191.0,68487.0
2019-12-23,604.25,607.5,601.75,605.25,-0.75,604.72,6116.0,71553.0
2019-12-24,605.75,611.0,604.0,607.5,2.25,607.16,4894.0,71802.0
2019-12-26,610.75,615.75,610.25,615.0,,613.11,4810.0,72472.0
2019-12-27,615.5,618.5,614.0,617.5,2.5,616.24,13859.0,72751.0
2019-12-30,616.25,622.75,609.75,615.25,-2.25,617.52,10272.0,74156.0
2019-12-31,612.75,615.5,605.25,606.75,-8.5,610.22,7515.0,74466.0
2020-01-02,610.0,612.0,606.5,608.5,,609.02,13988.0,75957.0
2020-01-03,610.75,634.25,609.5,619.0,10.5,625.47,39288.0,76569.0
2020-01-06,627.75,636.0,613.0,617.25,-1.75,621.96,53606.0,81478.0
2020-01-07,614.5,619.0,609.75,615.25,-2.0,614.99,39360.0,86578.0
2020-01-08,632.25,636.25,591.5,605.0,-10.25,608.96,40167.0,85571.0
2020-01-09,599.0,599.75,587.5,592.25,-12.75,593.66,41422.0,91012.0
2020-01-10,592.25,594.75,585.25,591.25,-1.0,590.54,28498.0,91748.0
2020-01-13,588.5,591.0,575.0,576.0,-15.25,581.61,41499.0,94364.0
2020-01-14,576.5,582.75,572.25,578.25,2.25,577.87,53994.0,100639.0
2020-01-15,577.0,581.25,571.25,574.0,-4.25,576.18,64574.0,99976.0
2020-01-16,574.75,577.25,570.5,575.5,1.5,573.48,80056.0,101295.0
2020-01-17,572.0,575.75,566.75,569.25,-6.25,570.67,80029.0,106066.0
2020-01-20,576.25,580.0,574.25,576.5,7.25,577.34,34061.0,111710.0
2020-01-21,577.0,577.0,565.5,569.25,-7.25,570.45,64380.0,112901.0
2020-01-22,566.0,566.25,551.25,553.75,-15.5,558.62,102392.0,113388.0
2020-01-23,550.5,552.75,540.5,546.75,-7.0,546.89,124717.0,100497.0
2020-01-24,549.25,553.25,534.25,537.25,-9.5,542.84,57167.0,97651.0
2020-01-27,530.0,533.5,509.25,514.5,-22.75,517.53,112912.0,106137.0
2020-01-28,512.75,530.25,508.25,526.0,11.5,519.21,113343.0,99630.0
2020-01-29,527.0,532.25,518.75,524.25,-1.75,526.22,77869.0,101044.0
2020-01-30,519.0,520.5,499.75,510.5,-13.75,509.02,95374.0,99003.0
2020-01-31,512.0,515.0,496.5,502.5,-8.0,504.15,70467.0,97022.0
2020-02-03,495.75,500.0,482.25,485.0,-17.5,491.99,77606.0,103965.0
2020-02-04,484.25,496.5,483.25,492.5,7.5,491.87,72716.0,109203.0
2020-02-05,488.25,513.0,487.5,506.5,14.0,501.83,93590.0,104316.0
2020-02-06,505.0,513.5,501.0,507.0,0.5,506.98,95355.0,112175.0
2020-02-07,507.5,509.75,499.5,504.5,-2.5,503.1,94638.0,120893.0
2020-02-10,497.75,502.75,489.5,492.25,-12.25,494.43,84301.0,124411.0
2020-02-11,491.0,500.25,491.0,494.25,2.0,497.1,94803.0,125687.0
2020-02-12,495.75,513.75,495.75,506.75,12.5,506.91,121576.0,130640.0
2020-02-13,505.75,515.25,504.25,510.75,4.0,509.05,107759.0,140016.0
2020-02-14,508.75,516.25,507.75,512.75,2.0,511.92,73040.0,143862.0
2020-02-17,513.25,515.5,508.5,509.0,-3.75,512.06,55472.0,149519.0
2020-02-18,507.75,510.0,500.75,503.25,-5.75,504.34,93355.0,155117.0
2020-02-19,504.25,518.75,504.25,515.75,12.5,512.78,88621.0,154494.0
2020-02-20,517.75,522.0,511.5,517.25,1.5,516.68,86556.0,161856.0
2020-02-21,510.0,513.0,501.75,506.5,-10.75,506.41,96658.0,161490.0
2020-02-24,505.0,505.25,479.0,483.5,-23.0,489.29,88579.0,157799.0
2020-02-25,492.0,494.25,474.25,483.5,0.0,485.22,98128.0,167111.0
2020-02-26,475.25,482.25,448.75,466.75,-16.75,464.48,151718.0,175231.0
2020-02-27,453.5,453.5,435.75,444.0,-22.75,443.48,175123.0,171115.0
2020-02-28,446.75,449.25,434.25,439.5,-4.5,440.79,133183.0,161725.0
2020-03-02,433.5,466.5,433.5,453.0,13.5,450.09,123134.0,163185.0
2020-03-03,471.0,472.75,454.25,458.5,5.5,464.39,145938.0,165468.0
2020-03-04,463.5,470.0,456.25,460.75,2.25,462.8,108651.0,167326.0
2020-03-05,461.5,465.0,443.75,455.25,-5.5,455.28,138985.0,171165.0
2020-03-06,448.75,449.0,412.0,413.0,-42.25,426.78,174287.0,174136.0
2020-03-09,379.0,379.0,314.5,358.0,-55.0,349.3,193803.0,167566.0
2020-03-10,356.25,380.25,355.0,367.25,9.25,369.0,165276.0,164947.0
2020-03-11,369.75,389.0,364.0,372.5,5.25,370.02,146733.0,161538.0
2020-03-12,369.0,371.75,333.75,337.25,-35.25,342.49,154549.0,174510.0
2020-03-13,337.75,357.75,334.0,336.5,-0.75,345.54,115734.0,157709.0
2020-03-16,351.25,351.25,299.25,306.25,-30.25,309.39,97707.0,144288.0
2020-03-17,303.25,314.25,294.25,300.0,-6.25,304.89,87031.0,143174.0
2020-03-18,294.25,302.0,263.0,271.25,-28.75,282.56,82654.0,136714.0
2020-03-19,289.0,310.75,273.75,287.75,16.5,285.86,68074.0,131895.0
2020-03-20,300.0,323.75,292.75,301.0,13.25,307.65,78106.0,126494.0
2020-03-23,291.75,300.5,280.0,286.0,-15.0,289.79,52453.0,119135.0
2020-03-24,300.75,312.5,297.75,303.25,17.25,304.37,37656.0,120663.0
2020-03-25,312.5,314.75,298.25,306.0,2.75,306.57,37006.0,121632.0
2020-03-26,310.5,311.75,298.0,303.75,-2.25,303.89,37502.0,121518.0
2020-03-27,303.5,310.25,296.5,300.25,-3.5,302.66,45481.0,121883.0
2020-03-30,301.0,305.75,282.5,285.25,-15.0,293.92,50817.0,120291.0
2020-03-31,295.75,303.75,285.0,292.75,7.5,295.67,41626.0,110903.0
2020-04-01,287.0,289.25,266.25,271.75,-21.0,276.35,55493.0,101053.0
2020-04-02,271.75,383.0,269.0,276.0,4.25,287.99,74912.0,80105.0
2020-04-03,289.5,319.5,279.0,297.0,21.0,300.63,36577.0,55619.0
2020-04-06,305.0,313.0,291.5,293.75,-3.25,301.9,28722.0,44083.0
2020-04-07,306.75,312.5,294.0,298.0,4.25,302.71,20090.0,24234.0
2020-04-08,303.0,308.25,294.5,297.75,-7.25,300.14,89308.0,165164.0
2020-04-09,303.25,321.5,290.0,302.5,4.75,301.7,102493.0,161439.0
2020-04-13,304.0,305.25,280.5,298.5,,292.8,69067.0,153090.0
2020-04-14,300.0,300.75,275.5,279.5,-19.0,285.72,91535.0,144864.0
2020-04-15,280.5,281.5,260.0,260.75,-18.75,267.36,90312.0,148316.0
2020-04-16,269.25,280.25,261.25,271.0,10.25,272.09,96472.0,141158.0
2020-04-17,276.5,283.0,271.0,275.5,4.5,277.03,90446.0,132384.0
2020-04-20,275.75,278.75,256.25,261.75,-13.75,265.34,74655.0,132914.0
